market,channel,price,valid_from,valid_until,product_id
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668270
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669229
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669114
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670068
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668960
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667840
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668025
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669759
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668728
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668385
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669235
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667809
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668283
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670160
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668644
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667962
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668674
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669088
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669136
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668478
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668400
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668664
US,myshop.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670397
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667883
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669136
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670068
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670328
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669114
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667840
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668400
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668664
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668025
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669690
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668674
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670397
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669759
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669229
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668478
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668353
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670160
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668644
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669235
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668728
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669455
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668283
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668385
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667809
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668960
US,amazon.com,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668070
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670397
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668400
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668270
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668070
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669235
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670328
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668283
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668664
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668960
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667809
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669690
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668644
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667883
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670068
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668385
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667962
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668478
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669759
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668353
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670160
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669088
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669229
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669114
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667840
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669136
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669455
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668674
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668025
DE,zalando.de,50.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668728
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670247
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669017
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670247
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669301
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670225
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669982
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668701
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667748
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667813
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668118
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669588
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669888
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670225
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669810
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668812
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669426
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669956
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668752
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668279
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669301
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669239
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669501
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669057
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669920
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669017
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669989
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670066
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669394
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669413
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667745
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669531
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670157
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667920
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669324
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669982
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668704
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670065
US,myshop.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670005
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667920
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668118
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669588
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669501
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669531
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669989
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669920
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669017
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669057
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669810
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669394
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667748
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670157
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669426
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668701
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668704
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670065
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667813
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668279
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668752
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669956
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669413
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667745
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669324
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669888
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670005
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669239
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670066
DE,zalando.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668812
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667920
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669810
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669324
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670005
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668701
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669413
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669989
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669057
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670225
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669501
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668752
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669531
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669394
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668118
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669888
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669301
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669426
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667745
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670157
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668704
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670065
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670066
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669239
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669588
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668812
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670247
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667748
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669920
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668279
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667813
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669982
US,amazon.com,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669956
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668812
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668752
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668701
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667748
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669301
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669239
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670065
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670247
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669057
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670066
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670157
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668279
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669956
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669501
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670225
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669920
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669982
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667745
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669531
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669426
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668704
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669324
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667920
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669989
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669413
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669394
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667813
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669888
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669588
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670005
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669017
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668118
DE,myshop.de,52.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669810
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668672
US,myshop.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669105
US,myshop.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668798
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669893
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670213
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668569
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670232
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670277
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668161
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668925
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669971
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668299
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669110
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670085
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668089
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668494
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668769
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669465
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668364
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669287
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668388
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669105
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670239
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669926
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669282
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669685
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668156
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669872
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668672
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668084
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667963
DE,myshop.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668798
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669105
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668798
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669110
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669872
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669893
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668494
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670213
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670239
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668084
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670232
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670277
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668089
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669926
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668364
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669685
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668769
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667963
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670085
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668161
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669287
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668925
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668569
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668156
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669282
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669971
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669465
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668299
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668672
DE,zalando.de,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668388
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670277
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669105
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668156
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669110
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668084
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668089
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669926
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668494
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669282
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669465
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668388
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668161
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669287
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668798
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670085
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668769
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670232
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670239
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669893
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669971
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,667963
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668364
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,670213
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668299
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,668925
US,amazon.com,55.0,2023-06-19 00:00:00,2023-07-19 00:00:00,669872
